rank,name,symbol,price,market_cap,volume_24h,timestamp
,Tether,,$0.9991,144.08B,$143.98B,2025-04-06 21:04
,XRP,,$1.99,58.27B,$115.98B,2025-04-06 21:04
,BNB,,$555.93,142.47M,$79B,2025-04-06 21:04
,USDC,,$1.00,60.44B,$60.45B,2025-04-06 21:04
,Solana,,$108.19,514.58M,$55.68B,2025-04-06 21:04
,Dogecoin,,$0.1523,148.74B,$22.66B,2025-04-06 21:04
,TRON,,$0.2333,94.97B,$22.17B,2025-04-06 21:04
,Cardano,,$0.5888,35.27B,$20.77B,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,,,,,,2025-04-06 21:04
,Bitcoin,,"$79,266.82",19.84M,$1.57T,2025-04-06 21:05
,Ethereum,,"$1,626.55",120.67M,$195.38B,2025-04-06 21:05
,Tether,,$0.9993,144.08B,$143.99B,2025-04-06 21:05
,XRP,,$1.99,58.27B,$116.16B,2025-04-06 21:05
,BNB,,$555.49,142.47M,$79.14B,2025-04-06 21:05
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:05
,Solana,,$108.07,514.58M,$55.61B,2025-04-06 21:05
,Dogecoin,,$0.1521,148.74B,$22.63B,2025-04-06 21:05
,TRON,,$0.2331,94.97B,$22.15B,2025-04-06 21:05
,Cardano,,$0.5863,35.27B,$20.68B,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,,,,,,2025-04-06 21:05
,Bitcoin,,"$79,266.82",19.84M,$1.57T,2025-04-06 21:06
,Ethereum,,"$1,626.55",120.67M,$195.38B,2025-04-06 21:06
,Tether,,$0.9993,144.08B,$143.99B,2025-04-06 21:06
,XRP,,$1.99,58.27B,$116.16B,2025-04-06 21:06
,BNB,,$555.49,142.47M,$79.14B,2025-04-06 21:06
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:06
,Solana,,$108.07,514.58M,$55.61B,2025-04-06 21:06
,Dogecoin,,$0.1521,148.74B,$22.63B,2025-04-06 21:06
,TRON,,$0.2331,94.97B,$22.15B,2025-04-06 21:06
,Cardano,,$0.5863,35.27B,$20.68B,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,,,,,,2025-04-06 21:06
,Bitcoin,,"$79,266.82",19.84M,$1.57T,2025-04-06 21:07
,Ethereum,,"$1,626.55",120.67M,$195.38B,2025-04-06 21:07
,Tether,,$0.9993,144.08B,$143.99B,2025-04-06 21:07
,XRP,,$1.99,58.27B,$116.16B,2025-04-06 21:07
,BNB,,$557.01,142.47M,$79.14B,2025-04-06 21:07
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:07
,Solana,,$108.07,514.58M,$55.61B,2025-04-06 21:07
,Dogecoin,,$0.1521,148.74B,$22.63B,2025-04-06 21:07
,TRON,,$0.2331,94.97B,$22.15B,2025-04-06 21:07
,Cardano,,$0.5863,35.27B,$20.68B,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,,,,,,2025-04-06 21:07
,Bitcoin,,"$79,266.82",19.84M,$1.57T,2025-04-06 21:08
,Ethereum,,"$1,626.55",120.67M,$195.38B,2025-04-06 21:08
,Tether,,$0.9993,144.08B,$143.99B,2025-04-06 21:08
,XRP,,$1.99,58.27B,$116.16B,2025-04-06 21:08
,BNB,,$557.01,142.47M,$79.14B,2025-04-06 21:08
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:08
,Solana,,$108.07,514.58M,$55.61B,2025-04-06 21:08
,Dogecoin,,$0.1521,148.74B,$22.63B,2025-04-06 21:08
,TRON,,$0.2331,94.97B,$22.15B,2025-04-06 21:08
,Cardano,,$0.5863,35.27B,$20.68B,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,,,,,,2025-04-06 21:08
,Bitcoin,,"$79,000.77",19.84M,$1.57T,2025-04-06 21:09
,Ethereum,,"$1,624.62",120.67M,$196.28B,2025-04-06 21:09
,Tether,,$0.9992,144.08B,$143.97B,2025-04-06 21:09
,XRP,,$1.99,58.27B,$116.51B,2025-04-06 21:09
,BNB,,$557.01,142.47M,$79.36B,2025-04-06 21:09
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:09
,Solana,,$107.88,514.58M,$55.52B,2025-04-06 21:09
,Dogecoin,,$0.1524,148.74B,$22.67B,2025-04-06 21:09
,TRON,,$0.2334,94.97B,$22.17B,2025-04-06 21:09
,Cardano,,$0.5887,35.27B,$20.77B,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,,,,,,2025-04-06 21:09
,Bitcoin,,"$79,000.77",19.84M,$1.57T,2025-04-06 21:10
,Ethereum,,"$1,624.62",120.67M,$196.28B,2025-04-06 21:10
,Tether,,$0.9992,144.08B,$143.97B,2025-04-06 21:10
,XRP,,$1.99,58.27B,$116.51B,2025-04-06 21:10
,BNB,,$557.01,142.47M,$79.36B,2025-04-06 21:10
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:10
,Solana,,$107.88,514.58M,$55.52B,2025-04-06 21:10
,Dogecoin,,$0.1524,148.74B,$22.67B,2025-04-06 21:10
,TRON,,$0.2334,94.97B,$22.17B,2025-04-06 21:10
,Cardano,,$0.5887,35.27B,$20.77B,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,,,,,,2025-04-06 21:10
,Bitcoin,,"$79,000.77",19.84M,$1.57T,2025-04-06 21:11
,Ethereum,,"$1,624.62",120.67M,$196.28B,2025-04-06 21:11
,Tether,,$0.9992,144.08B,$143.97B,2025-04-06 21:11
,XRP,,$1.99,58.27B,$116.51B,2025-04-06 21:11
,BNB,,$556.75,142.47M,$79.36B,2025-04-06 21:11
,USDC,,$0.9998,60.44B,$60.44B,2025-04-06 21:11
,Solana,,$107.88,514.58M,$55.52B,2025-04-06 21:11
,Dogecoin,,$0.1524,148.74B,$22.67B,2025-04-06 21:11
,TRON,,$0.2334,94.97B,$22.17B,2025-04-06 21:11
,Cardano,,$0.5887,35.27B,$20.77B,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
,,,,,,2025-04-06 21:11
